Probe	Chromosome	Start	End	Strand
Impa1	3	10313540	10331439	-
Slc10a5	3	10331734	10335656	-
Zfand1	3	10339953	10351317	-
Chmp4c	3	10366907	10391005	+
Snx16	3	10417819	10440124	-
Gm8910	3	11013518	11015193	-
Gm2464	3	13471906	13474596	-
Ralyl	3	13776848	14182287	+
Slc7a12	3	14480697	14505830	+
Lrrcc1	3	14533788	14572658	+
E2f5	3	14578671	14606308	+
1810022K09Rik	3	14606320	14611221	-
Car13	3	14641727	14663002	+
Car1	3	14766217	14778459	-
Car3	3	14863538	14872351	+
Car2	3	14886426	14900769	+
Gm9733	3	15296551	15332302	-
Sirpb1a	3	15371656	15426520	-
Sirpb1b	3	15495754	15575065	-
Sirpb1c	3	15695145	15748528	-
Gm5150	3	15848070	15906332	-
Ythdf3	3	16083183	16117035	+
Gm10742	3	17683514	17686898	-
Cypt12	3	17848444	17848952	+
Bhlhe22	3	17954325	17957509	+
Cyp7b1	3	17971950	18143338	-
Armc1	3	19032146	19063065	-
Mtfr1	3	19087327	19120817	+
Pde7a	3	19123108	19211322	-
Gm16093	3	19127780	19140987	+
Dnajc5b	3	19408595	19510862	+
1700064H15Rik	3	19510368	19528677	-
Trim55	3	19544460	19591599	+
Crh	3	19593401	19595396	-
4632415L05Rik	3	19794886	19795962	+
Cp	3	19857054	19909145	+
Hps3	3	19895945	19935315	-
Hltf	3	19957811	20018376	+
Gyg	3	20021970	20055216	-
Cpa3	3	20115516	20142080	-
Cpb1	3	20148163	20174655	-
Agtr1b	3	20213395	20266099	-
Tbl1xr1	3	21975574	22115516	+
Gm7536	3	24231969	24232474	+
Nlgn1	3	25330733	26032656	-
A830092H15Rik	3	26230072	26231300	+
Spata16	3	26536542	26882134	+
Ect2	3	26996144	27052800	-
1700125G22Rik	3	27052948	27055941	+
Nceh1	3	27081887	27183530	+
Tnfsf10	3	27215950	27241349	+
Ghsr	3	27270273	27276932	+
Fndc3b	3	27315084	27610229	-
Tmem212	3	27764988	27795290	-
Pld1	3	27837602	28032284	+
Tnik	3	28162136	28574780	+
Slc2a2	3	28596825	28627278	+
1700112D23Rik	3	28601589	28680030	-
Gm6505	3	28662453	28664314	-
Eif5a2	3	28680233	28697768	+
Gm17485	3	28694778	28701145	-
Rpl22l1	3	28704358	28706274	+
Gm1527	3	28791539	28825646	+
Egfem1	3	28980945	29590126	+
Mecom	3	29850221	30446930	-
Gm16722	3	29911301	29952107	+
Gm10258	3	30166747	30168869	-
Arpm1	3	30495995	30498861	-
Mynn	3	30501009	30517414	+
Lrrc34	3	30523189	30546791	-
Lrriq4	3	30543429	30571353	+
Lrrc31	3	30577980	30598765	-
Gm15462	3	30585007	30591288	+
Samd7	3	30645215	30666096	+
Sec62	3	30691798	30720185	+
Gpr160	3	30754872	30796114	+
Phc3	3	30798217	30868337	-
Prkci	3	30894669	30951663	+
Skil	3	30993980	31021499	+
Cldn11	3	31048868	31063246	+
Slc7a14	3	31101832	31209300	-
Gm15496	3	31184509	31215813	+
Kcnmb2	3	31801429	32099102	+
Zmat3	3	32233718	32264600	-
4930429B21Rik	3	32264697	32266358	+
Pik3ca	3	32296593	32367408	+
Kcnmb3	3	32371243	32390891	-
Zfp639	3	32414217	32419607	+
Mfn1	3	32428387	32478161	+
Gnb4	3	32479254	32515507	-
Actl6a	3	32607468	32625890	+
Mrpl47	3	32624319	32636069	-
Ndufb5	3	32635912	32650488	+
Usp13	3	32716468	32836993	+
Pex5l	3	32848553	33042169	-
4930419G24Rik	3	32923699	32987529	+
Ttc14	3	33698877	33713782	+
Ccdc39	3	33711284	33743232	-
Fxr1	3	33919001	33968264	+
Dnajc19	3	33954942	33980243	-
Sox2ot	3	34003360	34581541	+
Gm20446	3	34197440	34221211	-
Gm20514	3	34223741	34250637	-
Gm20515	3	34326295	34334019	-
Sox2	3	34548927	34551383	+
Atp11b	3	35653056	35755196	+
Dcun1d1	3	35791900	35836367	-
Gm15952	3	35831967	35841639	+
Mccc1	3	35858234	35899600	-
A330050B17Rik	3	35898755	35924028	+
Ccdc144b	3	35906169	35952469	-
Acad9	3	35964901	35993866	+
D3Ertd254e	3	36058444	36065142	+
Qrfpr	3	36078346	36121197	-
Anxa5	3	36347847	36374765	-
1810062G17Rik	3	36375057	36380898	+
Gm11548	3	36398726	36405731	-
Gm11549	3	36413979	36420735	-
Exosc9	3	36451528	36464651	+
Ccna2	3	36463788	36471072	-
Bbs7	3	36472064	36512399	-
Trpc3	3	36519404	36589089	-
4932438A13Rik	3	36762028	36951955	+
Gm12531	3	36951137	36958957	-
Adad1	3	36962449	37020846	+
Il2	3	37019445	37024881	-
Gm12532	3	37081807	37087515	+
Il21	3	37121681	37131540	-
Gm12534	3	37130255	37131391	+
Cetn4	3	37206671	37211630	-
Fgf2	3	37211441	37304299	+
Bbs12	3	37211476	37220375	+
Gm12541	3	37234254	37248662	-
Nudt6	3	37303832	37319133	-
Spata5	3	37318818	37478018	+
4930594O21Rik	3	37512835	37514198	+
Spry1	3	37538869	37543520	+
Gm5148	3	37613112	37623412	-
Rpl21-ps10	3	38006330	38006877	-
Ankrd50	3	38348183	38383766	-
C230034O21Rik	3	38773492	38787181	-
Fat4	3	38785862	38910907	+
1700017G19Rik	3	40403806	40421834	-
Intu	3	40430208	40508696	+
Slc25a31	3	40512777	40529515	+
Hspa4l	3	40548417	40600025	+
Plk4	3	40603941	40620805	+
Mfsd8	3	40621992	40650807	-
3110057O12Rik	3	40650892	40742060	+
Gm10731	3	40657398	40659203	-
6430590A07Rik	3	40689819	40698045	-
1700034I23Rik	3	40704121	40706465	-
Larp1b	3	40754553	40781715	+
Larp1b	3	40825861	40844156	+
Pgrmc2	3	40870248	40886968	-
Gm16508	3	41089983	41094512	-
C430002E04Rik	3	41292726	41297114	-
Phf17	3	41359656	41420784	+
Sclt1	3	41430639	41546436	-
D3Ertd751e	3	41546533	41563311	+
2610316D01Rik	3	45084362	45182182	-
Pcdh10	3	45182320	45238488	+
Pabpc4l	3	46246119	46251863	-
1700018B24Rik	3	48409654	48413023	-
Pcdh18	3	49547218	49561238	-
Slc7a11	3	50168858	50247535	-
Ccrn4l	3	51028369	51055566	+
Elf2	3	51059153	51144580	-
4930577N17Rik	3	51081493	51083727	+
4930583H14Rik	3	51192337	51200660	-
Ndufc1	3	51208599	51212910	-
Naa15	3	51219938	51279907	+
Rab33b	3	51287888	51299827	+
Setd7	3	51319241	51364800	-
5031434O11Rik	3	51363679	51371039	+
Mgst2	3	51464282	51486597	+
Maml3	3	51491533	51908813	-
Gm10729	3	51497693	51499012	+
Foxo1	3	52072259	52154031	+
RP24-337A16.1	3	52072357	52073357	-
Gm10293	3	52416707	52417938	+
Cog6	3	52786045	52821145	-
Lhfp	3	52845450	53065601	+
Nhlrc3	3	53252510	53267245	-
Gm16206	3	53256541	53261719	+
2810046L04Rik	3	53267588	53285677	+
Stoml3	3	53292649	53312424	+
Frem2	3	53317861	53461277	-
Gm10985	3	53649008	53649200	+
Ufm1	3	53657301	53658908	-
Ufm1	3	53659134	53667752	-
Trpc4	3	53959979	54122389	+
Postn	3	54165031	54194961	+
Gm17556	3	54435361	54438549	+
Fam48a	3	54497027	54532684	+
Exosc8	3	54532600	54539315	-
Alg5	3	54539461	54555049	+
Smad9	3	54559504	54605179	+
Rfxap	3	54607038	54611713	-
6030405A18Rik	3	54700990	54719809	-
Ccna1	3	54849391	54858977	-
Spg20	3	54916030	54941244	+
A730037C10Rik	3	54941261	54976857	+
Sohlh2	3	54985950	55013879	+
Dclk1	3	55046448	55342986	+
Nbea	3	55429127	55987623	-
Mab21l1	3	55586432	55589207	+
F830104G03Rik	3	56693900	56694515	-
Tm4sf1	3	57089533	57105841	-
Tm4sf4	3	57229236	57245599	+
Wwtr1	3	57259571	57379832	-
Gm16743	3	57424827	57429740	-
Commd2	3	57446826	57455637	-
Gm410	3	57470407	57496459	-
Rnf13	3	57539993	57639347	+
Pfn2	3	57645817	57651486	-
Tsc22d2	3	58219437	58270709	+
Serp1	3	58325891	58329795	-
Eif2a	3	58329743	58361423	+
2810407C02Rik	3	58380558	58397055	+
Fam194a	3	58420222	58441129	-
Siah2	3	58478860	58496322	-
4930593A02Rik	3	58496511	58601253	+
Clrn1	3	58647950	58689262	-
Gm10071	3	58791092	58913689	+
Med12l	3	58810900	59122332	+
Gpr171	3	58900370	58905743	-
P2ry14	3	58918548	58934546	-
Gpr87	3	58982845	58999026	-
P2ry13	3	59011818	59014804	-
P2ry12	3	59020193	59066753	-
Igsf10	3	59120657	59148178	-
Gm5538	3	59533708	59556319	+
4930449A18Rik	3	59582018	59642534	+
C130079G13Rik	3	59729136	59741871	+
Gm9696	3	59756231	59777516	+
Aadacl2	3	59810665	59829342	+
Aadac	3	59835685	59844082	+
Sucnr1	3	59885791	59891488	+
Mbnl1	3	60277032	60433670	+
Gm8325	3	60680934	60682761	+
P2ry1	3	60806717	60812901	+
B430305J03Rik	3	61166172	61169873	-
Rap2b	3	61168429	61172625	+
Arhgef26	3	62142266	62266143	+
Dhx36	3	62273961	62310926	-
Gpr149	3	62332999	62409062	-
Mme	3	63099794	63186153	+
Plch1	3	63500159	63703377	-
E130311K13Rik	3	63718606	63733394	-
Slc33a1	3	63737429	63768690	-
Gm17548	3	63767555	63772581	+
Gmps	3	63780028	63826501	+
Gm9479	3	63856953	63857426	-
Vmn2r1	3	63885564	63909380	+
Vmn2r2	3	63920354	63941402	-
Vmn2r3	3	64062883	64091339	-
Vmn2r4	3	64192543	64213979	-
Vmn2r5	3	64294743	64313462	-
Vmn2r6	3	64341483	64363740	-
Vmn2r7	3	64494582	64648687	-
Kcnab1	3	64913306	65182145	+
A730090N16Rik	3	65128698	65153351	-
Ssr3	3	65183577	65196545	-
4931440P22Rik	3	65311179	65333301	-
Tiparp	3	65332332	65359067	+
Lekr1	3	65470150	65635084	+
Ccnl1	3	65750073	65762171	-
Veph1	3	65857483	66100759	-
Ptx3	3	66023809	66029728	+
Shox2	3	66775649	66785693	-
Rsrc1	3	66785312	67162318	+
Gm17402	3	67169383	67179085	-
Mlf1	3	67178019	67203925	+
Gfm1	3	67234018	67280451	+
Lxn	3	67261920	67267848	-
Rarres1	3	67282894	67319445	-
Mfsd1	3	67386690	67408153	+
Iqcj	3	67696142	67860515	+
Schip1	3	67868864	68430404	+
Gm5848	3	68112747	68113103	-
Il12a	3	68494566	68502469	+
Gm17641	3	68671839	68674188	-
1110032F04Rik	3	68673508	68676085	+
Ift80	3	68696421	68808492	-
Smc4	3	68808660	68838545	+
Trim59	3	68839210	68848677	-
Kpna4	3	68871071	68931035	-
Ppm1l	3	69120783	69364724	+
B3galnt1	3	69378108	69402783	-
Rpl32-ps	3	69520908	69521315	-
Nmd3	3	69525907	69552964	+
1110032A04Rik	3	69623460	69663818	-
Otol1	3	69811535	69832630	+
Gm6634	3	70576301	70611213	-
Sis	3	72692479	72771785	-
Slitrk3	3	72852048	72860865	-
Bche	3	73439730	73512337	-
Zbbx	3	74841829	74968956	-
Serpini2	3	75046292	75074000	-
Pdcd10	3	75320412	75360778	-
Serpini1	3	75361469	75447417	+
Golim4	3	75680105	75760871	-
Fstl5	3	75878192	76513941	+
Gm5277	3	78695786	78696373	-
Gm10291	3	78721130	78722380	+
Gm9762	3	78770278	78770721	-
Rapgef2	3	78866438	78985262	-
Gm17359	3	79149298	79268051	+
Fnip2	3	79259893	79371718	-
Gm3513	3	79355236	79356115	-
4930589L23Rik	3	79372114	79376502	+
Ppid	3	79395264	79407572	+
Etfdh	3	79407710	79432785	-
4930579G24Rik	3	79433001	79436739	+
Rxfp1	3	79448638	79541716	-
Tmem144	3	79617070	79646584	-
Fam198b	3	79688455	79750202	+
Gria2	3	80488858	80606713	-
Glrb	3	80647521	80717582	-
Gm17731	3	80719733	80721354	+
Pdgfc	3	80840338	81017962	+
Gm16000	3	80841330	80844359	-
Gm9989	3	81725190	81728385	-
Ctso	3	81736523	81760647	+
Tdo2	3	81761012	81780124	-
Accn5	3	81786212	81825155	+
Gucy1b3	3	81835926	81878633	-
Gucy1a3	3	81896350	81949799	-
Mtap9	3	82161994	82199190	+
Npy2r	3	82342305	82352008	-
Rbm46	3	82641155	82680405	-
4930564K09Rik	3	82680627	82747560	+
Lrat	3	82696501	82707895	-
Fgg	3	82811781	82818975	+
Fga	3	82830075	82838036	+
Fgb	3	82846169	82853725	-
Plrg1	3	82859444	82876277	+
Gm10710	3	82929198	82933168	-
Sfrp2	3	83570243	83578238	+
Gm16790	3	83577775	83593878	-
Tlr2	3	83640195	83645689	-
D930015E06Rik	3	83702131	83844083	-
Mnd1	3	83891856	83959708	-
Trim2	3	83964361	84109368	-
Fhdc1	3	84247947	84284351	-
Arfip1	3	84300015	85691438	-
Tigd4	3	84397496	84400954	+
Tmem154	3	84470114	84508497	+
Fbxw7	3	84619190	84783120	+
Gm15535	3	85359968	85377867	-
Pet112l	3	85378041	85459544	+
Fam160a1	3	85463983	85550188	-
Glt28d2	3	85604969	85691440	-
Prss48	3	85797732	85806413	-
Sh3d19	3	85888356	85934444	+
Rps3a	3	85941862	85946624	-
Lrba	3	86028602	86586615	+
Mab21l2	3	86349503	86352205	-
Dclk2	3	86590073	86724803	-
Cd1d2	3	86790508	86793455	+
Cd1d1	3	86799756	86803363	-
Kirrel	3	86882515	86978669	-
Fcrls	3	87054680	87067660	-
Cd5l	3	87161803	87174996	+
Fcrl1	3	87180309	87196055	+
Fcrl5	3	87239807	87261758	+
Etv3	3	87329329	87344078	+
Arhgef11	3	87421481	87541956	+
Gm6570	3	87483528	87483991	-
4933430H15Rik	3	87540845	87552547	-
Pear1	3	87551812	87628181	-
Ntrk1	3	87582166	87599084	-
Insrr	3	87600873	87620023	+
Sh2d2a	3	87650677	87659644	+
Prcc	3	87662822	87689530	-
Hdgf	3	87710243	87720054	+
Mrpl24	3	87723428	87727594	+
Rrnad1	3	87726523	87734639	-
Isg20l2	3	87734236	87744608	+
Crabp2	3	87752588	87757298	+
Nes	3	87775000	87784373	+
Bcan	3	87791453	87804278	-
Hapln2	3	87825672	87831505	-
Gpatch4	3	87847030	87859915	+
Apoa1bp	3	87860445	87862417	-
Ttc24	3	87873332	87882226	-
Iqgap3	3	87885973	87924970	+
Mef2d	3	87946294	87976008	+
1700113A16Rik	3	87975482	87981707	-
AW047730	3	88004545	88007403	+
Gm3764	3	88018407	88025782	+
Rhbg	3	88046796	88091132	-
Gm17285	3	88081022	88081376	+
1700021C14Rik	3	88084043	88100921	-
Cct3	3	88101038	88125689	+
0610031J06Rik	3	88128945	88132594	+
Tmem79	3	88132577	88138426	-
Smg5	3	88140182	88166259	+
Paqr6	3	88168506	88172463	+
Bglap-rs1	3	88172538	88176665	-
Bglap2	3	88181658	88182621	-
Gm6821	3	88184926	88186733	+
Bglap	3	88187423	88188386	-
Pmf1	3	88198061	88214238	-
Slc25a44	3	88214420	88229061	-
Sema4a	3	88239881	88265104	-
Lmna	3	88285070	88313878	-
Mex3a	3	88336317	88345318	+
Rab25	3	88345951	88352222	-
Lamtor2	3	88353741	88356996	-
Ubqln4	3	88357638	88373647	+
Ssr2	3	88383593	88392319	+
Arhgef2	3	88425028	88451974	+
Rxfp4	3	88455820	88457064	-
2810403A07Rik	3	88489716	88516855	+
Rit1	3	88520760	88534971	+
Gm17146	3	88526012	88526592	+
Gm10253	3	88542675	88543614	-
Syt11	3	88548622	88636219	-
Gon4l	3	88639153	88772903	+
Msto1	3	88709029	88717921	-
Dap3	3	88724725	88755103	-
Ash1l	3	88769734	88883295	+
Rusc1	3	88887903	88897285	-
Fdps	3	88897514	88905881	-
Pklr	3	88940064	88950706	+
Hcn3	3	88949996	88964118	-
Clk2	3	88968717	88980843	+
Scamp3	3	88981395	88986687	+
Gm16069	3	88984677	88986215	-
Fam189b	3	88987065	88993217	+
Gba	3	89006850	89012603	+
Mtx1	3	89013003	89031010	-
Thbs3	3	89019102	89030759	+
Muc1	3	89032979	89037303	+
Trim46	3	89038099	89050231	-
Krtcap2	3	89049888	89053644	+
Dpm3	3	89063280	89071001	+
Slc50a1	3	89072168	89074492	-
Efna1	3	89075655	89085064	-
Efna3	3	89117821	89126887	-
Gm15998	3	89119361	89122829	+
Efna4	3	89137312	89141950	-
4731419I09Rik	3	89141772	89151753	+
Adam15	3	89142464	89153932	-
Dcst1	3	89154141	89169175	-
Zbtb7b	3	89181566	89198698	-
Gm15417	3	89195772	89202701	+
Lenep	3	89204910	89206715	-
Flad1	3	89204926	89215792	-
Cks1b	3	89219394	89222305	-
Shc1	3	89222365	89233937	+
Pygo2	3	89234136	89239050	+
Pbxip1	3	89240628	89254874	+
Pmvk	3	89263040	89272935	+
Kcnn3	3	89324086	89471683	+
Adar	3	89518944	89557368	+
Chrnb2	3	89557370	89568554	-
4632404H12Rik	3	89571433	89577162	-
Ube2q1	3	89577531	89587919	+
She	3	89635292	89662756	+
Il6ra	3	89673246	89717084	-
Atp8b2	3	89743403	89767430	-
Hax1	3	89799378	89802608	-
Ubap2l	3	89803511	89856397	-
4933434E20Rik	3	89855558	89867263	+
Gm16540	3	89861181	89862302	+
1700094D03Rik	3	89866718	89872269	+
Tpm3	3	89876571	89904824	+
Nup210l	3	89908054	90015939	+
Rps27	3	90016593	90017573	-
Rab13	3	90017617	90030307	+
Jtb	3	90035519	90039760	+
Creb3l4	3	90041422	90047434	-
Slc39a1	3	90052094	90057534	+
Crtc2	3	90058085	90068047	+
Gm10973	3	90058870	90059011	+
Dennd4b	3	90069107	90084591	+
Gatad2b	3	90145576	90162042	+
Slc27a3	3	90189161	90193860	-
Ints3	3	90195310	90237558	-
Npr1	3	90254513	90269788	-
Gm16048	3	90255505	90261017	+
Ilf2	3	90280123	90292301	+
Snapin	3	90291948	90294955	-
2500003M10Rik	3	90302878	90313420	-
S100a1	3	90314956	90318314	-
S100a13	3	90318357	90328503	+
S100a14	3	90330778	90332755	+
S100a16	3	90341176	90347073	+
S100a3	3	90404137	90406624	+
S100a4	3	90407692	90409967	+
S100a5	3	90412445	90415702	+
S100a6	3	90416816	90418336	+
S100a7a	3	90458224	90462052	+
S100a8	3	90472993	90473956	+
S100a9	3	90496554	90499643	-
Pglyrp4	3	90530828	90545439	+
9130204L05Rik	3	90892059	90894727	-
Pglyrp3	3	91818505	91835504	+
Lor	3	91884197	91887064	-
Prr9	3	91926126	91927869	-
Lelp1	3	91938916	91946676	-
Sprr2a1	3	92019757	92026407	+
Sprr2a2	3	92019842	92061220	+
Sprr2a3	3	92054654	92093169	+
Sprr2b	3	92120627	92122007	+
Sprr2d	3	92143062	92144795	+
Sprr2e	3	92156065	92157371	+
Sprr2f	3	92169109	92170364	+
Sprr2g	3	92177837	92179151	+
Sprr2h	3	92189607	92191246	+
Sprr2i	3	92211913	92213193	+
Sprr2j-ps	3	92222009	92223318	+
Gm9774	3	92232092	92233315	-
Sprr2k	3	92236504	92237847	+
Sprr1b	3	92240731	92242701	-
Sprr3	3	92260697	92261539	-
Sprr1a	3	92287877	92289816	-
Sprr4	3	92304185	92304415	-
Ivl	3	92374834	92377637	-
Smcp	3	92387814	92392896	-
Lce6a	3	92424003	92425582	-
Lce1a1	3	92450454	92452229	-
Lce1b	3	92459572	92460848	-
Lce1a2	3	92472535	92474237	-
Lce1c	3	92483169	92484840	+
Lce1d	3	92489421	92491132	-
Lce1e	3	92511323	92512996	-
Lce1f	3	92522607	92524272	-
Lce1g	3	92554070	92556260	-
Lce1h	3	92567137	92568987	-
Lce1i	3	92581132	92582821	-
Lce1j	3	92592972	92593391	-
Kprp	3	92626999	92631169	-
Lce1l	3	92653871	92655208	-
2310050C09Rik	3	92672281	92674127	-
Lce3a	3	92729213	92730152	-
Lce3b	3	92736901	92738020	+
Lce3c	3	92748408	92749652	+
Gm9782	3	92761980	92762353	+
2310001H18Rik	3	92771899	92772201	+
Lce3f	3	92796148	92797347	+
Crct1	3	92818127	92819609	-
Lce1m	3	92821729	92822982	-
Gm4858	3	92877408	92879427	+
Crnn	3	92948709	92953393	+
Flg2	3	93004132	93024715	+
Flg	3	93077463	93086275	+
Flg	3	93090067	93091002	+
Flg	3	93091582	93092517	+
Flg	3	93093856	93094791	+
Flg	3	93096121	93097608	+
Hrnr	3	93123671	93137492	+
Gm17426	3	93187129	93198863	-
Rptn	3	93197621	93203364	+
Tchh	3	93246252	93252999	+
Tchhl1	3	93272676	93275902	+
S100a11	3	93324410	93330209	+
S100a10	3	93359002	93368565	+
Tdpoz1	3	93474184	93475418	-
Gm9107	3	93495972	93496994	-
Gm5852	3	93530895	93531968	-
Gm5773	3	93576922	93578068	+
Tdpoz4	3	93600320	93601432	+
Tdpoz3	3	93629942	93631039	+
Gm9116	3	93713746	93714819	+
Gm9117	3	93741476	93742714	-
Tdpoz5	3	93764214	93765236	-
Gm9125	3	93852824	93854062	-
Gm10697	3	93875544	93876566	-
Gm10696	3	93978334	93982115	-
Gm5286	3	94000636	94003724	+
Gm4778	3	94067958	94070706	+
Them4	3	94114011	94136462	+
Them5	3	94146021	94151274	+
C2cd4d	3	94166366	94168489	+
Rorc	3	94176716	94202198	+
Gm17179	3	94196893	94206770	-
Lingo4	3	94202439	94208423	+
1700040D17Rik	3	94213317	94216805	-
Tdrkh	3	94217218	94236555	+
Oaz3	3	94237088	94240538	-
Mrpl9	3	94247240	94255052	+
Riiad1	3	94268907	94277513	-
Celf3	3	94282753	94296115	+
Snx27	3	94301466	94386638	-
Tuft1	3	94416679	94462794	-
Gm10972	3	94447034	94447522	+
Gm15234	3	94462883	94464037	+
Cgn	3	94464507	94590414	-
BC021767	3	94465752	94474618	-
Selenbp2	3	94497478	94508335	+
Pogz	3	94641489	94686248	+
Psmb4	3	94688015	94690883	-
Selenbp1	3	94736978	94748680	+
Rfx5	3	94757997	94765483	+
B230398E01Rik	3	94762956	94765970	-
Pi4kb	3	94778653	94810765	+
A730011C13Rik	3	94798332	94801272	-
Gm15265	3	94802722	94808791	-
Zfp687	3	94810512	94819370	-
4930481B07Rik	3	94819547	94824060	+
Psmd4	3	94836616	94846536	-
Pip5k1a	3	94862452	94910852	-
Vps72	3	94914944	94926973	+
Tmod4	3	94928398	94933131	+
Lysmd1	3	94938010	94943440	+
Tnfaip8l2	3	94943443	94946282	-
Sema6c	3	94964379	94977946	+
Gabpb2	3	94985688	95021864	-
Gm16740	3	95021379	95030580	+
Mllt11	3	95023057	95032599	-
Cdc42se1	3	95032654	95040331	+
Gm128	3	95040842	95045520	-
Bnipl	3	95045211	95055115	-
Prune	3	95057596	95085998	-
Fam63a	3	95085267	95100088	+
Anxa9	3	95100018	95111098	-
Gm10691	3	95111594	95119039	-
Lass2	3	95118714	95127510	+
Setdb1	3	95127447	95161124	-
Gm4349	3	95231593	95235009	+
Arnt	3	95238310	95301162	+
Ctsk	3	95303208	95313284	+
Ctss	3	95330708	95360325	+
Hormad1	3	95363599	95391593	+
Golph3l	3	95392881	95423163	+
Ensa	3	95428902	95436024	+
Mcl1	3	95462643	95467099	+
Adamtsl4	3	95480124	95491840	-
Ecm1	3	95538070	95543492	-
Tars2	3	95543899	95558900	-
Rprd2	3	95563796	95622876	-
Prpf3	3	95634047	95659808	-
Gm16884	3	95659889	95665408	+
Mrps21	3	95666557	95675442	-
C920021L13Rik	3	95675445	95693016	+
Gm129	3	95682426	95686174	-
BC028528	3	95687877	95695928	-
Aph1a	3	95697892	95702211	+
Car14	3	95701691	95708614	-
Anp32e	3	95733169	95751313	+
Plekho1	3	95792352	95799924	-
Vps45	3	95803755	95862389	-
Otud7b	3	95908450	95965052	+
Mtmr11	3	95965927	95975641	+
Gm17690	3	95971387	95976337	-
Sf3b4	3	95976255	95981487	+
Sv2a	3	95985074	95999444	+
Bola1	3	96000511	96002412	-
Gm15444	3	96013550	96024231	-
Hist2h2ab	3	96023839	96024231	+
Hist2h2ac	3	96024284	96024803	-
Hist2h2be	3	96025044	96027661	+
Hist2h2aa2	3	96043639	96044216	-
Hist2h2aa1	3	96049461	96050038	+
Hist2h3c1	3	96049477	96052431	+
Hist2h4	3	96065627	96067234	-
Hist2h3b	3	96072577	96073064	+
Hist2h2bb	3	96073644	96082924	+
Fcgr1	3	96086832	96098179	-
Gm17667	3	96152550	96161017	-
Gm17580	3	96153850	96162403	+
Gm17575	3	96179569	96192787	-
Gm17587	3	96180956	96189446	+
4930477E14Rik	3	96205073	96205937	-
