Gene	Expression
Aldh1b1	2.44977
Igfbpl1	-5.7156267
1300002K09Rik	-0.64690983
E230008N13Rik	-2.8026195
Tdrd7	5.460792
Tmod1	2.4882379
Tstd2	4.0049877
Ncbp1	5.3166666
Xpa	1.8182642
Gm12446	-2.3044312
Foxe1	-1.9177109
5830415F09Rik	2.9047732
Hemgn	-5.495452
Anp32b	5.202943
Nans	1.8389989
Trim14	-3.844468
Gm16731	-4.050029
Coro2a	-2.706498
Tbc1d2	1.0450357
Gabbr2	-4.9784145
Gm568	-3.1843994
Anks6	1.5960724
Galnt12	2.5254354
Gm12426	-2.7366812
Col15a1	-1.6817163
Tgfbr1	4.27332
Alg2	3.306741
Sec61b	2.2535586
Gm12434	-3.552345
Nr4a3	-0.8690997
Stx17	4.1536574
Erp44	3.5268104
Invs	2.27075
Tex10	5.4121222
5730528L13Rik	4.560928
Tmeff1	1.589078
Murc	-4.053623
Gm12436	-5.7323
E130309F12Rik	-4.8771424
Acnat2	-4.96959
Acnat1	-2.7827573
Baat	-5.12399
Mrpl50	3.0341206
Zfp189	-0.39357865
Aldob	-1.9514763
2810432L12Rik	0.53686076
Rnf20	4.081463
Grin3a	-4.08823
Ppp3r2	-1.5251361
Cylc2	-4.834401
Gm17527	-1.8013188
C630028M04Rik	-5.9271984
2700081L22Rik	-3.3394215
Smc2	4.363307
Vma21-ps	-1.9442203
4930547C10Rik	-5.488714
4930552N02Rik	-4.415725
Olfr275	-4.1082964
Olfr273	-4.5633492
Olfr272	-4.556757
Olfr270	-4.0855765
Nipsnap3a	-4.960462
Nipsnap3b	2.3388774
Abca1	3.639349
4930412L05Rik	-4.858724
4930522O17Rik	-3.0055368
AI427809	-3.556757
AI427809	-3.750228
Gm12496	-3.5851102
Slc44a1	3.558954
1700060J05Rik	1.0706738
Fsd1l	2.4106224
Gm10979	0.2136317
Fktn	1.6618563
Tal2	-3.001173
Tmem38b	1.7000146
Gm12484	0.22763461
Gm12478	-2.66493
Gm12480	-3.7975957
Zfp462	-1.8500328
Gm12514	-4.204221
Rad23b	5.0320525
Gm12505	-3.7655554
Gm12510	-2.7012517
Klf4	2.0786405
Gm12511	-4.847965
Gm12506	-3.856042
Gm12519	-3.6381173
2310081O03Rik	-3.769362
Actl7b	-4.672065
Actl7a	-4.755995
Ikbkap	3.6181016
BC026590	3.2940025
Ctnnal1	0.14531244
D730040F13Rik	3.0910394
6430704M03Rik	-3.462396
Epb4.1l4b	3.9690459
Gm12530	-3.8299425
Ptpn3	-1.0386852
Gm12536	-2.6852217
1700042G15Rik	-3.5764453
Palm2	-6.869848
AF064781	-2.9969583
Akap2	-2.8740082
Gm12526	-3.4658484
D630039A03Rik	-1.1940609
Txn1	1.2349783
Txndc8	-3.6192582
Svep1	-4.8557734
Gm17243	-5.338397
Musk	-0.549628
Lpar1	1.2328999
Gm12580	-4.9753695
Olfr267	-4.0840487
AI314180	5.527936
Zkscan16	1.0260429
Ptgr1	-0.5704534
Dnajc25	0.4453415
Gm20503	0.072406925
Gng10	-0.6017974
AI481877	3.471694
Gm12594	-0.20494379
Ugcg	2.3068795
Gm12596	-3.5958686
Susd1	-2.8085344
Rod1	1.8891296
Hsdl2	4.58869
E130308A19Rik	3.3019307
1110054O05Rik	2.4964502
Snx30	2.7261674
Gm12542	-3.539028
Slc46a2	-5.6695204
Mup4	-4.050029
Mup6	-4.16719
Mup7	-4.2140303
Mup2	-4.77221
Mup8	-4.1468496
Mup9	-4.75119
Mup1	-4.8307624
Gm13773	-3.388758
Mup10	-4.6433125
Mup11	-4.8234577
Mup12	-4.2915187
Mup13	-4.1439204
Mup14	-4.6952615
Mup15	-4.571003
Mup16	-4.220997
Mup17	-4.0578313
Mup18	-4.062493
Mup19	-4.3164496
Gm13775	-4.076387
Mup5	-4.0547156
Mup20	-4.0593867
Mup3	-4.121759
Gm12909	-3.4775302
Gm12910	-3.7012517
Mup21	-3.6044178
Zfp37	-1.3760277
Slc31a2	2.8129518
Fkbp15	3.430391
Slc31a1	3.0893261
Cdc26	-1.2153146
Prpf4	3.600151
Rnf183	-0.71710575
Wdr31	4.0534177
Bspry	2.8994458
Hdhd3	-1.4651446
Alad	5.4614644
Pole3	5.1850624
4933430I17Rik	1.4172927
Rgs3	-0.62411565
Gm11209	-2.95295
Gm11210	-2.922505
Gm11211	-2.689246
Zfp618	0.41058978
Ambp	-4.661862
Kif12	-5.9306016
Col27a1	-5.396138
Orm1	-3.7994585
Orm3	-3.7957304
Orm2	-3.6474552
Akna	0.75062007
4933437N03Rik	1.2343904
Whrn	2.3492348
Atp6v1g1	2.5703049
6330416G13Rik	1.618451
Gm11213	-3.1112988
1700018C11Rik	-3.629766
Gm11482	-3.6912537
Tnfsf15	-6.7101912
Tnfsf8	-6.0958447
Tnc	-2.9238079
8030451A03Rik	-6.19682
Gm11216	-2.6690116
Gm11217	-4.957128
Pappa	-5.4894934
Astn2	-2.4183455
Trim32	2.5837443
Tlr4	-6.641237
Gm11751	-3.046896
Gm12911	-3.6587868
Dbc1	-6.7950306
Cdk5rap2	3.4378278
Megf9	1.8180661
Gm11228	-5.1765375
Gm11232	-4.9156513
Gm11234	-3.9242134
Tle1	4.787158
Gm11250	0.27817193
C630043F03Rik	-0.57576233
Aldoart1	-5.103781
Gm11487	-4.571003
Gm11237	-4.968763
Gm11236	-4.5699124
Gm11238	-4.5699124
Gm11239	-4.5742707
Gm428	-4.5699124
Rasef	-0.02140867
Gm11240	-0.7947169
Gm11758	-4.576445
Gm11757	-4.575359
Gm13871	-4.572093
Gm11756	-4.588346
2310002L09Rik	-5.276885
Frmd3	-6.7695994
Kdm4c	3.0832953
A230083N12Rik	0.6976165
3110001D03Rik	4.752658
Ptprd	0.3974014
RP23-405M24.1	-2.8596172
Gm11261	4.500136
Tyrp1	-5.6669726
D4Bwg0951e	0.8441887
Mpdz	2.707648
Gm11412	-5.652617
Gm12914	-2.4540713
Gm11264	-0.49770138
Gm5860	-1.2856828
Nfib	-1.363347
Gm11266	-4.361151
Gm11267	-2.1141455
Gm11269	-0.26614866
Zdhhc21	1.0753864
Cer1	-4.9654484
Frem1	-3.9132795
Ttc39b	1.8487762
Gm11413	-3.562143
Gm11184	-2.2674952
Snapc3	2.5224104
Psip1	4.4001365
Gm10154	-2.873831
4930473A06Rik	2.244177
Gm11415	-3.1082964
6030471H07Rik	-3.1439202
Gm12414	-3.1497731
Bnc2	3.2189987
Gm12415	-3.2014058
Cntln	1.6160191
Sh3gl2	1.4970995
Gm12680	-4.967935
Adamtsl1	0.67695916
Fam154a	-3.5644453
4930457A20Rik	-3.4960265
Rraga	5.4483957
Haus6	3.515089
Plin2	0.3819734
Dennd4c	2.1049798
Rps6	6.1427875
Acer2	-1.4286804
Slc24a2	-0.010247174
Gm12600	-3.6690116
Mllt3	2.4105968
Gm12631	-2.3645523
BC057079	4.0827456
Ptplad2	2.2314587
Ifnb1	-3.7901206
Gm12597	-3.3637974
Ifna14	-3.3562238
Ifna9	-3.3637974
Ifna12	-3.8398418
C87499	-5.284885
Ifna13	-3.8791254
Gm13280	-4.1815457
Ifna2	-4.212633
Ifnab	-3.5894232
Klhl9	3.5026984
Gm13274	-2.7131586
Gm13271	-3.3020682
Gm16686	-2.8307626
Gm13283	-4.9753695
Gm13290	-4.8050323
Gm13289	-4.8050323
Gm13272	-4.8050323
Ifnz	-4.7151337
Gm17476	-6.0215845
Gm13276	-4.8050323
Gm13277	-4.8050323
Gm13278	-4.8050323
Gm13275	-3.3020682
Gm17612	-6.0211854
Gm13279	-4.8050323
Gm13285	-4.8050323
Gm13287	-4.1202693
Gm13288	-5.678152
Ifna7	-3.3713307
Ifna11	-3.539028
Ifna6	-3.3562238
Ifna5	-3.3562238
Ifna4	-3.5323226
Ifna1	-3.3562238
4930553M12Rik	-3.1614077
Ifne	-1.8394797
Gm12603	-3.7731583
Gm12602	-4.3281107
Mtap	2.2837512
Gm12606	-4.5797005
Cdkn2a	3.7862105
Cdkn2b	-0.10106488
Gm12609	-1.3020682
Gm12610	-1.6468346
Dmrta1	-1.2255328
Gm12629	-3.6751118
Zfp352	-5.385661
Elavl2	5.1678824
Gm12668	-3.368824
Gm12670	-3.3713307
4930577H14Rik	-3.8271148
Izumo3	-4.5063276
Gm12666	-3.7788348
Gm12637	-2.724968
Tusc1	1.8037559
Gm12649	-3.3838003
Gm12648	-3.4069545
Gm12655	-1.6358674
5830433M19Rik	1.9606062
Gm10306	1.6474931
Plaa	4.618329
Ift74	4.3034787
Lrrc19	-4.525136
Gm17636	-0.91565144
Tek	0.14079092
4930579C15Rik	-1.209274
Mysm1	2.5851214
Gm12694	-1.0113348
Gm12703	-5.195052
Jun	2.7125885
BC042782	-0.6305158
4930551L18Rik	-3.652617
Gm12708	-4.5379124
Gm830	-3.6086738
Gm12707	-3.1350965
Fggy	-0.35876307
9530080O11Rik	1.8986562
Hook1	4.1971183
Cyp2j13	-6.3967786
Cyp2j12	-5.1262183
Cyp2j7-ps	-4.7665076
Cyp2j11	-5.1060405
Cyp2j8	-4.7636485
Cyp2j6	-6.0171895
Cyp2j9	-5.9057417
Cyp2j5	-5.396778
Gm12695	-5.096224
Gm10192	-2.5545528
E130114P18Rik	-5.047993
Gm12676	-3.8596175
Nfia	0.22609991
0610025J13Rik	-4.3319764
Tm2d1	2.5166109
Inadl	2.336033
L1td1	-4.0965266
Kank4	-2.0287905
A730085A09Rik	3.2571905
I0C0044D17Rik	-5.346064
Usp1	1.7779644
Dock7	4.536922
Angptl3	-6.0071497
Gm12705	-3.96959
Gm12681	-3.652617
Atg4c	0.24022126
Gm10305	-5.4746184
Gm12689	-3.6787593
Gm12690	1.2903467
Gm12688	0.40421736
Foxd3	-2.091974
Gm12682	-4.2795568
Alg6	1.4173784
Itgb3bp	0.83926684
Gm10967	-0.74056476
Efcab7	1.4375278
Efcab7	2.4279447
Pgm2	1.2712406
Gm12702	-3.4587936
Ror1	-4.9567943
Gm12701	-3.5655406
Ube2u	-0.92450225
Gm12698	-3.4493337
Cachd1	1.4557455
Gm10577	-2.8416507
Gm10576	-3.6628852
Raver2	3.528109
Jak1	5.2221904
Gm12801	-2.240325
Gm12796	-2.6276705
E130102H24Rik	-3.7347357
0610043K17Rik	-3.7901206
Gm12798	-3.5807843
Ak4	4.191748
Dnajc6	-1.5494901
Leprot	2.6301887
Lepr	-4.5106773
B020004J07Rik	-5.197173
C130073F10Rik	-4.0358768
Gm12800	-4.7082095
Gm12794	-4.7052317
Gm12790	-4.0947075
Gm12789	-4.44577
Pde4b	-7.5677276
Sgip1	-4.7696466
Gm12709	-5.1022725
Tctex1d1	-1.7761886
BB031773	-5.8850584
Insl5	-3.7012517
Wdr78	-0.001823308
Mier1	0.8630193
Slc35d1	0.46648613
4921539E11Rik	0.0468464
4930456L15Rik	0.061854035
Oma1	3.5604649
Gm12718	-3.6751118
Gm12720	-3.084049
Gm10963	-0.17868572
Dab1	-4.421724
Gm10304	-5.3725824
C8b	2.5971491
C8a	-3.8775392
Gm17662	1.2136316
1700024P16Rik	-0.08484703
Prkaa2	-2.309146
Ppap2b	0.8171981
Gm12729	-3.3348048
Gm12724	-3.5786164
Gm12730	-2.3862813
Usp24	4.1713533
Pcsk9	-3.509244
Bsnd	-2.670408
Tmem61	-3.0173497
2700068H02Rik	-0.061786465
Dhcr24	4.58208
Gm12744	4.5234637
BC055111	-4.9096274
Ttc22	-0.10164477
Pars2	1.5050869
Ttc4	4.9012413
Heatr8	-6.430225
Fam151a	-3.958546
Acot11	-5.0342956
Gm12746	-3.4658484
Ssbp3	4.783366
Gm12786	-0.79535705
Mrpl37	4.99079
Cyb5rl	2.8955817
Cdcp2	-5.3997893
Gm12802	1.5187514
2210012G02Rik	2.3956072
Tmem59	5.981833
Ldlrad1	-4.2954836
Lrrc42	6.7807984
Hspb11	1.9002696
Dio1	-5.1453857
Yipf1	2.3978152
Gm12869	-1.4756676
Tmem48	4.8617787
Glis1	-1.0737509
Dmrtb1	4.236763
1700047F07Rik	-4.23758
Gm12907	-3.1872478
4933424M12Rik	-4.9742155
Gm12908	-4.990939
Lrp8	-1.0171094
B230314M03Rik	-1.5273858
4930430J20Rik	-3.642275
Magoh	5.5090876
0610037L13Rik	3.764705
Cpt2	5.780368
4930407G08Rik	-3.6484892
Slc1a7	-5.9798937
Podn	-0.47498262
Scp2	1.517472
Echdc2	2.0008101
Zyg11a	3.0342462
Zyg11b	3.9999208
2010305A19Rik	2.5980005
Fam159a	-3.4132943
Gpx7	0.076873645
Zcchc11	2.8678615
Gm12737	-3.5512402
Prpf38a	2.7367122
Orc1	2.8396401
Gm12743	0.9921055
Cc2d1b	4.5918465
A730068I03Rik	2.2336693
Gm17354	1.7820958
Zfyve9	4.9982705
Btf3l4	1.7717589
Txndc12	4.007723
A730015C16Rik	3.0976293
Kti12	4.1381335
Rab3b	-0.66247594
8030443G20Rik	-3.8679848
Nrd1	5.3405647
Osbpl9	2.9526548
Calr4	-1.7647929
Eps15	4.3497696
Gm12750	0.52769154
Ttc39a	-0.061218433
Rnf11	3.3317358
4930522H14Rik	-4.1127977
Gm12811	-2.4309456
9630013D21Rik	-4.0819077
Cdkn2c	0.4900909
Faf1	5.4266458
3010003L10Rik	1.71453
Dmrta2	3.659444
Elavl4	-2.8597066
Agbl4	-2.1487882
Bend5	3.4068477
Spata6	3.409655
Slc5a9	-6.5412555
Skint8	-3.2345877
Skint7	-6.173309
Skint1	-5.758869
Skint4	-6.2944937
Skint3	-6.109423
Skint9	-4.6234703
Skint2	-5.4059772
Skint10	-6.069457
Skint6	-6.1022725
Gm12823	-2.5142887
Skint5	-6.3653703
Gm17095	-3.3813148
Skint11	-4.6453857
Gm12824	-1.531911
Gm12829	-5.450519
9130410C08Rik	-4.136866
Gm12830	-5.2205796
Foxd2	-3.4042032
9130206I24Rik	-5.8560414
Foxe3	-4.1336207
Cmpk1	1.1415539
Stil	1.5272961
Tal1	-1.9758636
Pdzk1ip1	-3.2604797
Cyp4x1	-5.081104
Gm12835	-5.0173497
Cyp4a12a	-5.4475527
Cyp4a12b	-5.427216
Cyp4a14	-5.5462565
Cyp4a10	-5.243749
Cyp4a31	-5.493152
Cyp4a32	-4.7863684
Cyp4b1	-5.3568563
4732418C07Rik	4.2069902
4930544O15Rik	-1.1118987
Atpaf1	2.5567143
Gm12847	-0.7394007
Mob3c	1.919718
Mknk1	3.774249
Kncn	-0.88975155
6430628N08Rik	-4.8497634
Dmbx1	-3.7002301
Faah	0.16481088
Nsun4	2.0597582
Uqcrh	4.141492
Lrrc41	6.7870207
Rad54l	4.9509716
Pomgnt1	3.1843758
1520402A15Rik	-1.0489126
Tspan1	-3.6499352
1700042G07Rik	-2.7901206
Gm12951	-2.962957
Pik3r3	6.1131234
Mast2	6.050825
Ipp	3.8130937
Tmem69	2.1157885
Gm12953	0.48539093
Gpbp1l1	4.7976723
C530005A16Rik	2.4145443
Ccdc17	-0.090514295
Nasp	4.9313045
Akr1a4	5.6108537
Prdx1	5.464127
Mmachc	3.1031191
Ccdc163	3.991812
Tesk2	2.3245296
Toe1	3.1781693
Mutyh	0.86644465
Hpdl	0.05982633
Gm12996	1.0971462
Zswim5	5.5100064
Urod	4.382793
Hectd3	5.618774
1700021J08Rik	5.266995
Eif2b3	3.5592153
Ptch2	-1.2015668
Btbd19	-0.24226452
Gm13014	-1.4798553
Tctex1d4	-4.319049
Plk3	-5.3548946
Rps8	5.8376255
Kif2c	4.0239406
Gm1661	0.43928382
1700012C08Rik	-0.55322856
Tmem53	1.7001408
Rnf220	4.061899
Gm12843	0.85175544
Gm12828	-2.3763316
Gm12827	-3.567728
Eri3	4.021623
Dmap1	5.438212
Gm12840	-3.4937274
Klf17	-4.2782216
Slc6a9	4.6773686
Gm17114	5.1579885
Ccdc24	4.212239
B4galt2	4.153814
Gm12841	5.8489256
Atp6v0b	6.786902
Dph2	3.5973835
Ipo13	4.9414654
Artn	-2.4738688
St3gal3	3.5131483
9530034E10Rik	-3.172949
Kdm4a	2.9330244
Ptprf	6.0991197
Hyi	1.3877678
Szt2	3.4025893
Med8	4.2290926
Elovl1	1.2245278
Cdc20	3.6906486
Mpl	-5.7318125
Tie1	-2.8535337
2610528J11Rik	0.96730363
Tmem125	-5.393082
Wdr65	1.3699348
Ebna1bp2	4.212413
Gm12853	-2.989308
Olfr62	-4.09167
Olfr1342	-2.433107
Olfr1341	-4.1172853
Olfr1340	-4.0947075
Olfr1339	-4.0901494
Olfr1338	-4.080989
Olfr1337	-4.0901494
Olfr1335	-4.3663125
Olfr1333	-4.401078
Olfr1331	-2.661657
Olfr1330	-4.0901494
Olfr1329	-4.080989
Olfr1328	-4.080989
Gm12863	-3.267495
Lao1	-5.514856
Gm12861	-3.612917
Gm12865	-2.5501342
Gm12862	-3.084049
Gm12866	-3.1709363
Slc2a1	2.2138004
Gm12867	-0.5635251
Gm12868	0.7061253
Zfp691	2.580361
Ermap	-6.420363
Ccdc23	4.9893565
AU022252	2.0277903
4930538K18Rik	0.09062773
Gm12898	2.3246074
Lepre1	4.2773066
Gm12927	-2.7444377
Cldn19	-6.2590594
Ybx1	4.4297404
Ppih	3.707233
Ccdc30	-1.8812013
Ppcs	0.7285044
Zmynd12	2.1159694
Rimkla	-0.26372185
AA415398	1.2442034
Foxj3	3.06747
Guca2a	-3.415725
Guca2b	-0.35484272
Hivep3	0.30035242
Edn2	-2.9781678
Foxo6	1.575282
4732418A04Rik	-5.3631673
Scmh1	4.220941
Slfnl1	-4.832401
Ctps	4.352084
Gm8439	-2.9156516
Gm12860	-4.103781
Cited4	2.011233
Kcnq4	-2.0238173
Nfyc	1.6276882
Rims3	3.805693
Dem1	1.3189037
Zfp69	2.3095903
Smap2	5.3862596
Col9a2	0.18776359
Zmpste24	1.8413658
Tmco2	-3.6912537
Rlf	4.4220996
Gm12888	-4.4071994
Gm12886	-4.367569
Gm12887	-2.6932592
9530002B09Rik	-3.850662
Ppt1	4.134975
Cap1	5.514207
Mfsd2a	-5.185112
4933421A08Rik	-4.8791256
Mycl1	-0.09809063
Trit1	3.0319068
Gm12923	-3.582949
Bmp8b	-0.24332325
Gm17244	-4.532323
Oxct2b	-4.920795
Ppie	4.274706
Hpcal4	-4.846794
Nt5c1a	-4.4540715
Heyl	-2.2818942
Pabpc4	1.1928437
Bmp8a	-5.281224
Oxct2a	-4.9827657
Macf1	5.0903826
Gm12925	-0.27693832
Ndufs5	1.8171141
Akirin1	1.9055756
Rhbdl2	-5.785429
1700121C08Rik	-3.6044178
4933427I04Rik	-5.2935023
Gm17408	-2.7165143
Mycbp	3.8004506
Gm12905	4.2033634
Rragc	5.283452
Gm12916	-4.0901494
1700021L23Rik	-3.5532286
4933435F18Rik	-3.8103998
1700057H15Rik	-4.4914246
4933407E24Rik	-4.121759
3100002H09Rik	-2.8192406
Pou3f1	2.4747438
Utp11l	2.352406
Fhl3	-0.5962971
Sf3a3	4.161772
Gm12915	-4.75119
Inpp5b	1.725414
Mtf1	3.472798
1110065P20Rik	4.825772
Yrdc	5.200708
Maneal	-2.00307
Epha10	-2.340423
1700125G02Rik	-3.2209966
Cdca8	3.8111417
9930104L06Rik	2.475863
Gm12930	-3.6022854
Rspo1	0.98444074
Gnl2	5.627003
Dnali1	1.0004535
Snip1	4.2480764
Gm12932	2.2290616
Meaf6	3.0688193
Zc3h12a	2.2192938
1700041M05Rik	-2.4587936
Grik3	1.3496397
2610028E06Rik	-2.8441434
Csf3r	-5.0662107
Mrps15	4.553906
Oscp1	1.6841539
Lsm10	4.3914113
Stk40	4.1875834
Gm12946	-3.2209966
Fam176b	-0.6508021
1700029G01Rik	0.90035033
Thrap3	2.6139073
Mtap7d1	4.093406
Trappc3	4.5146446
Col8a2	-3.8596528
Adprhl2	2.405305
Tekt2	0.22873856
Gm12945	-0.12407942
Eif2c3	1.6974366
Gm17553	1.0437068
Eif2c1	3.3014092
Eif2c4	3.1784523
Clspn	2.551135
5730409E04Rik	-0.5467556
Psmb2	7.054042
Tcfap2e	-0.26787946
Ncdn	2.8415866
AU040320	3.791122
Zmym4	4.5559835
Sfpq	5.454975
Gm12940	3.6313584
Zmym1	3.5955024
Zmym6	4.082429
Gm12942	4.301539
Dlgap3	-1.1043661
BC003266	4.1725864
Gja4	4.934237
Gjb3	-2.4054878
Gjb4	-4.699258
Gjb5	-3.798434
4930471C06Rik	-3.4266133
1700080G11Rik	-2.96959
A630031M04Rik	-6.002306
1700112K13Rik	-3.6546764
CK137956	-5.380693
Csmd2	-2.3986416
4930465A12Rik	-3.4658484
Hmgb4	-3.6171477
4930546G22Rik	-3.2182143
Zscan20	1.6500428
Tlr12	-5.833492
Gm12958	-3.5980105
Phc2	3.2346835
A3galt2	-6.01037
Zfp362	3.74138
Gm12968	-4.707217
Trim62	-0.2539738
Adc	1.084707
Gm15904	-3.1291838
Ak2	4.8886104
1700086P04Rik	0.14181185
Rnf19b	5.8459215
Tmem54	-4.4564342
Hpca	-3.97471
Gm15906	-2.5367963
Fndc5	0.9780091
S100pbp	4.2912164
Yars	3.0191011
C77080	0.848559
Gm12976	-3.4469585
Sync	-2.3622859
Rbbp4	5.0226827
Gm17525	1.698534
Zbtb8os	-0.23091571
Zbtb8a	0.9795198
Zbtb8b	-0.98526263
Bsdc1	4.3481035
Tssk3	-1.5639758
1700125D06Rik	-3.5165553
Gm12979	-2.863184
Marcksl1	5.30083
Hdac1	3.0613956
Lck	-2.2436671
Fam167b	-4.106793
Eif3i	4.3289294
2510006D16Rik	4.4959693
Dcdc2b	-0.22931172
Iqcc	1.5789479
Ccdc28b	-0.07962497
Gm12965	0.51180536
Txlna	5.2060513
Kpna6	5.1311316
Tmem39b	4.271768
Khdrbs1	4.083004
Ptp4a2	3.946306
E330017L17Rik	-4.567728
Spocd1	-2.4517043
1700003M07Rik	-1.4973125
Bai2	0.3640771
Gm12963	-0.04060963
Col16a1	1.9058825
Pef1	4.841884
Hcrtr1	-5.398131
Tinagl1	-4.8937163
Gm853	-5.3775787
Serinc2	-1.141227
Gm10570	-3.2042208
Fabp3	-3.7341514
Zcchc17	3.169168
Snrnp40	4.4818277
Nkain1	4.0361967
Pum1	4.984299
Gm12971	-3.1985853
Gm17328	-0.2495914
Gm12972	-4.175821
Sdc3	2.7199104
Gm12970	-3.2317972
Laptm5	-1.544306
Matn1	-5.167911
Gm12973	-0.70999295
A930031H19Rik	-1.7622736
Gm831	-6.1905518
Gm12962	-4.1127977
Gm16080	-3.6360343
Ptpru	-1.6757202
Mecr	4.5700917
Srsf4	4.2792797
Gm12992	3.3878174
Tmem200b	0.21081653
Epb4.1	4.242145
Gm13063	0.26517448
Gm10300	-2.629347
Oprd1	1.0433477
Ythdf2	4.3513646
Gmeb1	1.8563244
Taf12	3.928274
Rab42-ps	-3.7731583
Snhg12	0.53141326
Trnau1ap	2.416885
Rcc1	2.8955724
Snhg3	0.46458513
Gm17300	0.8335446
Phactr4	4.260374
Med18	2.0737193
Sesn2	2.0519862
Gm12981	-3.4821768
Atpif1	2.9253483
Gm12999	3.116219
Dnajc8	2.9306974
Ptafr	-3.5560079
Eya3	4.5734644
Xkr8	1.8594494
Smpdl3b	0.59520125
Rpa2	5.3048415
BC013712	-3.0526862
Ppp1r8	4.399766
Stx12	4.482086
Fam76a	2.2710295
Fgr	-6.116912
Ahdc1	2.979689
Gm10151	-5.845713
Wasf2	4.735453
Gpr3	0.8005862
Cd164l2	3.7261744
Map3k6	-0.66348606
Sytl1	-3.025537
Tmem222	4.6917343
Wdtc1	5.629045
Slc9a1	3.7975101
Gm13257	-3.5786164
Fam46b	2.6617212
Trnp1	0.16574427
1810019J16Rik	5.2172656
Gm17688	5.1337194
Nudc	5.8521457
Nr0b2	-4.346064
Gpatch3	3.8636532
Gpn2	4.589695
Sfn	-4.8569365
Zdhhc18	1.9532754
Pigv	3.071057
Arid1a	4.872329
Gm12974	-1.4287812
Rps6ka1	1.6088825
Gm17623	1.6286691
Gm12977	-1.240462
Hmgn2	3.6474056
Dhdds	4.705146
Lin28a	0.90331894
Gm13061	-1.4244422
Gm13060	-4.7239876
Aim1l	0.329013
Cd52	-0.26250693
Ubxn11	2.2351723
Sh3bgrl3	5.6659636
Ccdc21	5.0009117
Gm17345	3.0660746
Gm7534	-5.392465
Catsper4	-5.2382665
Cnksr1	-2.0432415
Zfp593	3.2446191
E130218I03Rik	2.9694912
Grrp1	-1.7807218
Pdik1l	2.795003
Trim63	-5.6740966
Slc30a2	-2.1482446
Extl1	-6.2825565
Pafah2	0.6222715
1700021N21Rik	-0.8695817
Stmn1	3.3505437
Paqr7	-1.405262
2610002D18Rik	4.01802
Fam54b	5.0849223
Sepn1	-0.44451332
Man1c1	0.98046285
Ldlrap1	1.351626
Tmem57	4.515454
Rhd	-0.22840695
Tmem50a	3.4015357
D4Wsu53e	4.8667917
Syf2	3.796474
Gm16225	-2.3099303
Runx3	-2.3379805
Gm16224	-2.7359033
Clic4	2.9014757
Gm12984	-2.294163
Srrm1	4.935243
A330049M08Rik	0.115113676
Rcan3	4.2133493
Gm15979	-2.2539737
Nipal3	0.22651583
4930555I21Rik	0.15452828
Grhl3	-2.1730068
1700029M20Rik	0.95821047
Il28ra	-0.4646703
Il22ra1	0.015923556
9130219A07Rik	-0.30319396
Myom3	3.005452
Srsf10	1.9149323
Pnrc2	2.8667154
Cnr2	-3.2013254
Fuca1	4.0244217
Hmgcl	2.5963016
Gale	2.9297507
Lypla2	5.628494
1110049F12Rik	4.7808175
Tceb3	5.4462314
Gm13008	5.424187
Rpl11	4.704474
Id3	6.8084946
E2f2	1.897013
Asap3	-0.45028204
Tcea3	2.521754
Zfp46	2.6086006
Hnrnpr	3.464164
2610528B01Rik	-3.435265
9130020K20Rik	-1.0437561
Gm17388	-0.14818682
Htr1d	-5.69371
6030445D17Rik	-4.9562936
Luzp1	4.548778
Kdm1a	5.2555447
4930549C01Rik	-3.6171477
Lactbl1	-5.8506618
Ephb2	1.4160084
C1qb	0.32256594
C1qc	-0.57221776
C1qa	-0.071770534
Epha8	-0.32109526
Zbtb40	2.2077825
1700037C06Rik	-3.9728956
Gm13001	-3.7975957
Gm13003	-3.591575
Wnt4	-0.657249
Cdc42	5.0300837
Gm13011	-4.1052876
Cela3b	-4.9027123
Gm13010	-3.8948927
1700013G24Rik	-4.234829
Hspg2	3.49207
Ldlrad2	-3.7891834
Usp48	4.1654053
Rap1gap	3.8515418
1810058N05Rik	-0.6070579
Alpl	-0.09630301
Ece1	0.95386
Gm13012	-3.9546227
Eif4g3	5.50038
1700095J12Rik	-3.5749235
2310026L22Rik	-0.10829648
Hp1bp3	2.382473
Sh2d5	-0.24579988
Kif17	0.73135
Ddost	7.5817676
Pink1	2.7059045
Cda	-4.2168207
Fam43b	-5.4102497
AB041806	-5.24101
Mul1	4.070949
Camk2n1	-3.845118
Vwa5b1	-6.9795856
Ubxn10	1.0136827
Pla2g2c	0.52433246
Pla2g2f	-4.3167744
Pla2g2d	-4.1806164
Pla2g5	-0.63636756
Pla2g2a	-4.0593867
Gm13030	-3.556757
Pla2g2e	0.10981934
Otud3	4.3394413
Rnf186	-4.4937277
Tmco4	-0.6553327
Htr6	-5.394315
Nbl1	-2.0387971
2310028O11Rik	5.334795
Gm16287	-2.6468346
Capzb	5.88392
Pqlc2	1.8713176
Akr7a5	5.4822874
Mrto4	3.272636
C230096C10Rik	4.669533
Ubr4	6.395505
2700016F22Rik	2.514192
Iffo2	-1.0657468
Aldh4a1	-1.0621008
Tas1r2	-5.7745795
Pax7	-6.7185836
Gm1667	-3.325527
Gm13028	-2.315148
4933427I22Rik	-4.7975955
Klhdc7a	-4.1726003
Igsf21	-5.151962
Gm13027	-2.1142952
Gm13029	-3.415725
Gm9867	-5.571548
