gene	sample	expression
AKR1B10	Tumor_22	2.774526604
PTPRZ1	Tumor_22	3.030644709
TENC1	Tumor_22	-0.782506378
MMP10	Tumor_22	0.2410081
ADH1C	Tumor_22	0.687251825
COL3A1	Tumor_22	0.654776339
SCGB1A1	Tumor_22	-1.513923164
FHL1	Tumor_22	-0.747531433
SPP1	Tumor_22	3.942382403
LAD1	Tumor_22	1.828888084
CLDN18	Tumor_22	-2.196588666
CDCA5	Tumor_22	-0.460658601
KRT16	Tumor_22	2.937030887
KRT5	Tumor_22	2.330261314
PERP	Tumor_22	4.742491837
NTS	Tumor_22	4.11907586
HPGD	Tumor_22	-0.28749168
MFAP4	Tumor_22	-2.111398925
SLC2A1	Tumor_23	1.10480321266667
NBPF14	Tumor_23	1.973103107
SPRR2C	Tumor_23	0.186601755
TSHZ2	Tumor_23	-1.747936712
ALDH3A1	Tumor_23	-0.7592423555
PEBP4	Tumor_23	-1.9128514
AKR1C3	Tumor_23	2.020165552
FMO2	Tumor_23	-0.076091949
PVRL4	Tumor_23	1.414421884
FAM75A1	Tumor_23	-0.503714826
C1orf187	Tumor_23	1.420137559
COL1A1	Tumor_23	1.688990806
HBE1	Tumor_23	-2.081566527
TP63	Tumor_23	5.463209958
SFTPC	Tumor_23	-2.031481688
BBC3	Tumor_23	2.053515509
ALDH3B2	Tumor_23	2.692762051
SPRR3	Tumor_23	-0.188203735
S1PR1	Tumor_23	-0.8762613595
KRT17	Tumor_23	1.634308554
ADRB1	Tumor_23	-1.111555072
KRT14	Tumor_23	2.211489336
SPRR2G	Tumor_23	0.305054276
LYPD3	Tumor_23	0.385154897
AKR1C2	Tumor_23	1.421947867
IGSF10	Tumor_23	0.882867366
PVRL1	Tumor_23	1.422094317
SPRR1B	Tumor_23	0.2871736825
WDR72	Tumor_23	2.2856754
FABP4	Tumor_23	-1.066747387
LOC100132639	Tumor_23	1.779951519
SERPINB3	Tumor_23	0.132307292
FGF11	Tumor_23	-1.132524086
KRT13	Tumor_23	1.5725102245
LOC729070	Tumor_23	-0.970014851
TTK	Tumor_23	-1.557995453
GJB2	Tumor_23	3.158087046
CLCA2	Tumor_23	2.819607183
PI4KAP1	Tumor_23	-2.374568362
PFN2	Tumor_23	-0.244100955
SFTPH	Tumor_23	-1.107395483
EPAS1	Tumor_23	-1.68279722
AGER	Tumor_23	-1.580003564
LOC346085	Tumor_23	-1.45525969
SFN	Tumor_23	1.543974089
DSG3	Tumor_23	3.931248271
AQP4	Tumor_23	-0.240465078
KRT15	Tumor_23	1.793328037
MMP12	Tumor_23	1.746407653
CTHRC1	Tumor_23	1.481749224
ADH1B	Tumor_23	-1.437168669
PI3	Tumor_23	-0.539703888
CDH5	Tumor_23	-0.896712192
SPRR1A	Tumor_23	-0.640149422
AKR1B10	Tumor_23	0.421957975
PTPRZ1	Tumor_23	1.542972833
TENC1	Tumor_23	-0.919545068
MMP10	Tumor_23	3.583045298
ADH1C	Tumor_23	-1.293445719
COL3A1	Tumor_23	1.829868175
SCGB1A1	Tumor_23	-1.752900123
FHL1	Tumor_23	-0.66553123
SPP1	Tumor_23	0.731031427
LAD1	Tumor_23	1.168286506
CLDN18	Tumor_23	-2.565945275
CDCA5	Tumor_23	-1.188422394
KRT16	Tumor_23	1.689044268
KRT5	Tumor_23	2.772733709
PERP	Tumor_23	2.456093333
NTS	Tumor_23	-0.055613975
HPGD	Tumor_23	-0.517908535
MFAP4	Tumor_23	-1.477838286
SLC2A1	Tumor_24	-0.373491372
NBPF14	Tumor_24	0.9313236
SPRR2C	Tumor_24	0.510445287
TSHZ2	Tumor_24	2.070389328
ALDH3A1	Tumor_24	-3.081871223
PEBP4	Tumor_24	-2.012939056
AKR1C3	Tumor_24	-3.098913839
FMO2	Tumor_24	-1.195232451
PVRL4	Tumor_24	0.397963986
FAM75A1	Tumor_24	-1.649713491
C1orf187	Tumor_24	-0.048947318
COL1A1	Tumor_24	1.386375948
HBE1	Tumor_24	-2.804465486
TP63	Tumor_24	3.258734268
SFTPC	Tumor_24	-1.731738653
BBC3	Tumor_24	1.196800707
ALDH3B2	Tumor_24	1.074395426
SPRR3	Tumor_24	0.207000371
S1PR1	Tumor_24	-1.7059554885
KRT17	Tumor_24	0.657964332
ADRB1	Tumor_24	-0.766601829
KRT14	Tumor_24	-0.105691381
SPRR2G	Tumor_24	0.484560604
LYPD3	Tumor_24	-0.160621547
AKR1C2	Tumor_24	-2.23815787766667
IGSF10	Tumor_24	-0.875580165
PVRL1	Tumor_24	0.701927459
SPRR1B	Tumor_24	1.3985269665
WDR72	Tumor_24	0.574495502
FABP4	Tumor_24	-1.240203697
LOC100132639	Tumor_24	0.330307761
SERPINB3	Tumor_24	4.18544928
FGF11	Tumor_24	-0.551409941
KRT13	Tumor_24	-0.314342305
LOC729070	Tumor_24	-1.303431751
TTK	Tumor_24	-1.495020375
GJB2	Tumor_24	2.442358105
CLCA2	Tumor_24	0.876315177
PI4KAP1	Tumor_24	-1.725230338
PFN2	Tumor_24	-2.281373997
SFTPH	Tumor_24	-1.158961952
EPAS1	Tumor_24	-1.977598791
AGER	Tumor_24	-1.92823483
LOC346085	Tumor_24	-2.69206237
SFN	Tumor_24	0.007268
DSG3	Tumor_24	0.739315949
AQP4	Tumor_24	0.4879992485
KRT15	Tumor_24	0.441837559
MMP12	Tumor_24	1.655040936
CTHRC1	Tumor_24	-0.258939328
ADH1B	Tumor_24	-1.7054577930000001
PI3	Tumor_24	0.289118535
CDH5	Tumor_24	-1.94453537
SPRR1A	Tumor_24	1.760642177
AKR1B10	Tumor_24	-2.750408847
PTPRZ1	Tumor_24	-0.057603977
TENC1	Tumor_24	-1.420078116
MMP10	Tumor_24	0.247310054
ADH1C	Tumor_24	-0.832580287
COL3A1	Tumor_24	0.452966955
SCGB1A1	Tumor_24	-1.5798796
FHL1	Tumor_24	-1.306840162
SPP1	Tumor_24	-0.873147236
LAD1	Tumor_24	1.183020659
CLDN18	Tumor_24	-1.646639397
CDCA5	Tumor_24	-1.557881555
KRT16	Tumor_24	-0.141290166
KRT5	Tumor_24	2.257361044
PERP	Tumor_24	0.239071162
NTS	Tumor_24	-2.860086056
HPGD	Tumor_24	-0.610249756
MFAP4	Tumor_24	-2.468696192
SLC2A1	Tumor_25	1.18852787966667
NBPF14	Tumor_25	0.270010442
SPRR2C	Tumor_25	2.442168395
TSHZ2	Tumor_25	-2.971171347
ALDH3A1	Tumor_25	-2.8110793325
PEBP4	Tumor_25	-2.526410318
AKR1C3	Tumor_25	-3.530234692
FMO2	Tumor_25	-1.126757142
PVRL4	Tumor_25	1.930942982
FAM75A1	Tumor_25	-2.879856335
C1orf187	Tumor_25	-1.165465353
COL1A1	Tumor_25	-1.479236613
HBE1	Tumor_25	-2.279676633
TP63	Tumor_25	4.439179845
SFTPC	Tumor_25	-2.485500118
BBC3	Tumor_25	0.459431619
ALDH3B2	Tumor_25	-2.101802281
SPRR3	Tumor_25	2.214443668
S1PR1	Tumor_25	-2.057002073
KRT17	Tumor_25	-0.072931522
ADRB1	Tumor_25	-1.030631619
KRT14	Tumor_25	-0.666413287
SPRR2G	Tumor_25	1.868134552
LYPD3	Tumor_25	0.015170435
AKR1C2	Tumor_25	-2.430571074
IGSF10	Tumor_25	-0.861869081
PVRL1	Tumor_25	0.75031891
SPRR1B	Tumor_25	2.600522563
WDR72	Tumor_25	0.939431124
FABP4	Tumor_25	-1.640996536
LOC100132639	Tumor_25	-0.305249354
SERPINB3	Tumor_25	2.150447627
FGF11	Tumor_25	-0.480625841
KRT13	Tumor_25	1.651807982
LOC729070	Tumor_25	-1.617501928
TTK	Tumor_25	-0.279167524
GJB2	Tumor_25	2.784537523
CLCA2	Tumor_25	1.757776999
PI4KAP1	Tumor_25	-2.863048422
PFN2	Tumor_25	-0.071922751
SFTPH	Tumor_25	-1.524684489
EPAS1	Tumor_25	-2.122676769
AGER	Tumor_25	-1.981151685
LOC346085	Tumor_25	-2.087772407
SFN	Tumor_25	0.319177484
DSG3	Tumor_25	1.513405874
AQP4	Tumor_25	-0.860324999
KRT15	Tumor_25	1.598912059
MMP12	Tumor_25	1.884840802
CTHRC1	Tumor_25	-1.253536708
ADH1B	Tumor_25	-1.942065231
PI3	Tumor_25	-0.551750722
CDH5	Tumor_25	-2.777336777
SPRR1A	Tumor_25	1.81033878
AKR1B10	Tumor_25	-2.477434036
PTPRZ1	Tumor_25	0.543181397
TENC1	Tumor_25	-1.526068812
MMP10	Tumor_25	3.189962755
ADH1C	Tumor_25	0.039618829
COL3A1	Tumor_25	-1.581004487
SCGB1A1	Tumor_25	-0.65927431
FHL1	Tumor_25	-2.561692721
SPP1	Tumor_25	-2.400373639
LAD1	Tumor_25	1.076498137
CLDN18	Tumor_25	-2.087462841
CDCA5	Tumor_25	-1.279131013
KRT16	Tumor_25	-0.311201688
KRT5	Tumor_25	3.334618368
PERP	Tumor_25	2.511629988
NTS	Tumor_25	2.567339133
HPGD	Tumor_25	-0.885851051
MFAP4	Tumor_25	-4.041027268
SLC2A1	Tumor_26	1.08704182933333
NBPF14	Tumor_26	1.713730516
SPRR2C	Tumor_26	2.946501045
TSHZ2	Tumor_26	-0.787435382
ALDH3A1	Tumor_26	-0.143970046
PEBP4	Tumor_26	-1.323761419
AKR1C3	Tumor_26	1.498550421
FMO2	Tumor_26	0.013966179
PVRL4	Tumor_26	3.018888075
FAM75A1	Tumor_26	-1.545439634
C1orf187	Tumor_26	0.078866337
COL1A1	Tumor_26	-0.966507604
HBE1	Tumor_26	-1.839100506
TP63	Tumor_26	4.881203952
SFTPC	Tumor_26	-1.843010308
BBC3	Tumor_26	0.096215315
ALDH3B2	Tumor_26	-0.609674254
SPRR3	Tumor_26	3.48209413
S1PR1	Tumor_26	-1.268264866
KRT17	Tumor_26	2.240635021
ADRB1	Tumor_26	-0.084460353
KRT14	Tumor_26	2.587382866
SPRR2G	Tumor_26	2.262469861
LYPD3	Tumor_26	2.214124805
AKR1C2	Tumor_26	1.22934311366667
IGSF10	Tumor_26	0.902702799
PVRL1	Tumor_26	0.67574575
SPRR1B	Tumor_26	2.749465376
WDR72	Tumor_26	1.905338476
FABP4	Tumor_26	-0.140807936
LOC100132639	Tumor_26	1.85708704
SERPINB3	Tumor_26	2.710152763
FGF11	Tumor_26	-0.649615459
KRT13	Tumor_26	2.40670332
LOC729070	Tumor_26	-1.269058193
TTK	Tumor_26	-0.244622369
GJB2	Tumor_26	3.123785955
CLCA2	Tumor_26	2.381378855
PI4KAP1	Tumor_26	-1.742561057
PFN2	Tumor_26	-0.15124358
SFTPH	Tumor_26	-0.337701205
EPAS1	Tumor_26	-1.266082272
AGER	Tumor_26	-1.082098146
LOC346085	Tumor_26	-1.446011572
SFN	Tumor_26	2.660768795
DSG3	Tumor_26	2.1983591075
AQP4	Tumor_26	-0.1726545935
KRT15	Tumor_26	0.981562752
MMP12	Tumor_26	1.987927168
CTHRC1	Tumor_26	-0.826942727
ADH1B	Tumor_26	-0.934411658
PI3	Tumor_26	2.115859844
CDH5	Tumor_26	-1.571206067
SPRR1A	Tumor_26	2.082168542
AKR1B10	Tumor_26	1.270365053
PTPRZ1	Tumor_26	1.250631126
TENC1	Tumor_26	-1.410979283
MMP10	Tumor_26	0.525197356
ADH1C	Tumor_26	-0.042995371
COL3A1	Tumor_26	-0.064130337
SCGB1A1	Tumor_26	-0.022552933
FHL1	Tumor_26	-0.73290634
SPP1	Tumor_26	1.193584508
LAD1	Tumor_26	1.872994723
CLDN18	Tumor_26	-1.403087743
CDCA5	Tumor_26	-1.059294129
KRT16	Tumor_26	1.70541907
KRT5	Tumor_26	2.582337031
PERP	Tumor_26	2.372667561
NTS	Tumor_26	1.142019005
HPGD	Tumor_26	0.748280907
MFAP4	Tumor_26	-2.180937994
SLC2A1	Tumor_27	0.514852156
NBPF14	Tumor_27	2.899508705
SPRR2C	Tumor_27	3.696127557
TSHZ2	Tumor_27	-0.816345071
ALDH3A1	Tumor_27	-2.2788198335
PEBP4	Tumor_27	-0.228049612
AKR1C3	Tumor_27	-1.681923558
FMO2	Tumor_27	1.085716909
PVRL4	Tumor_27	2.122995622
FAM75A1	Tumor_27	0.18152680400000001
C1orf187	Tumor_27	2.024671427
COL1A1	Tumor_27	2.534028809
HBE1	Tumor_27	-1.184973629
TP63	Tumor_27	4.440952198
SFTPC	Tumor_27	-0.410450005
BBC3	Tumor_27	1.752072487
ALDH3B2	Tumor_27	3.29130602
SPRR3	Tumor_27	2.320904544
S1PR1	Tumor_27	0.306487484
KRT17	Tumor_27	2.942787805
ADRB1	Tumor_27	-0.44416031
KRT14	Tumor_27	5.420956309
SPRR2G	Tumor_27	3.404336099
LYPD3	Tumor_27	3.028137034
AKR1C2	Tumor_27	-0.660554476333333
IGSF10	Tumor_27	1.249338186
PVRL1	Tumor_27	0.577219303
SPRR1B	Tumor_27	4.29237611
WDR72	Tumor_27	0.547889068
FABP4	Tumor_27	0.077392143
LOC100132639	Tumor_27	2.590576107
SERPINB3	Tumor_27	4.642539776
FGF11	Tumor_27	-0.579981551
KRT13	Tumor_27	0.368613178
LOC729070	Tumor_27	-0.003968902
TTK	Tumor_27	-0.39722215
GJB2	Tumor_27	3.654030074
CLCA2	Tumor_27	2.397895467
PI4KAP1	Tumor_27	0.912350075
PFN2	Tumor_27	-0.349997591
SFTPH	Tumor_27	1.302343699
EPAS1	Tumor_27	-0.520522234
AGER	Tumor_27	-0.66203412
LOC346085	Tumor_27	-0.775013264
SFN	Tumor_27	2.527491433
DSG3	Tumor_27	2.1477139085
AQP4	Tumor_27	2.142325823
KRT15	Tumor_27	0.967624964
MMP12	Tumor_27	3.835634272
CTHRC1	Tumor_27	1.744795709
ADH1B	Tumor_27	1.086804828
PI3	Tumor_27	3.99700789
CDH5	Tumor_27	0.218662919
SPRR1A	Tumor_27	3.334064402
AKR1B10	Tumor_27	-2.003164037
PTPRZ1	Tumor_27	1.015008666
TENC1	Tumor_27	0.335727606
MMP10	Tumor_27	1.813231488
ADH1C	Tumor_27	0.885896465
COL3A1	Tumor_27	2.668705948
SCGB1A1	Tumor_27	-0.144161905
FHL1	Tumor_27	0.545558716
SPP1	Tumor_27	1.309117122
LAD1	Tumor_27	2.350497247
CLDN18	Tumor_27	-0.212471708
CDCA5	Tumor_27	-0.925579426
KRT16	Tumor_27	4.508771031
KRT5	Tumor_27	4.537074004
PERP	Tumor_27	2.078681413
NTS	Tumor_27	-2.243454037
HPGD	Tumor_27	0.474752418
MFAP4	Tumor_27	-0.670876404
SLC2A1	Tumor_28	1.63331466466667
NBPF14	Tumor_28	1.530712875
SPRR2C	Tumor_28	0.826149295
TSHZ2	Tumor_28	-2.733905794
ALDH3A1	Tumor_28	-2.8489927195
PEBP4	Tumor_28	-2.003210985
AKR1C3	Tumor_28	-3.774763782
FMO2	Tumor_28	-0.662451872
PVRL4	Tumor_28	2.675592621
FAM75A1	Tumor_28	0.08519465
C1orf187	Tumor_28	2.041679212
COL1A1	Tumor_28	2.184014309
HBE1	Tumor_28	-1.526260545
TP63	Tumor_28	5.349318093
SFTPC	Tumor_28	-2.727051992
BBC3	Tumor_28	2.328187085
ALDH3B2	Tumor_28	2.934456814
SPRR3	Tumor_28	0.295455884
S1PR1	Tumor_28	-1.897434764
KRT17	Tumor_28	2.494232725
ADRB1	Tumor_28	-0.994240731
KRT14	Tumor_28	4.544476306
SPRR2G	Tumor_28	0.201139872
LYPD3	Tumor_28	0.6543217
AKR1C2	Tumor_28	-2.32147516066667
IGSF10	Tumor_28	0.304854582
PVRL1	Tumor_28	1.932806655
SPRR1B	Tumor_28	1.639358351
WDR72	Tumor_28	-0.028123601
FABP4	Tumor_28	-1.058654218
LOC100132639	Tumor_28	1.431142574
SERPINB3	Tumor_28	2.629750422
FGF11	Tumor_28	0.336317478
KRT13	Tumor_28	0.0924591
LOC729070	Tumor_28	-1.526471985
TTK	Tumor_28	0.991826069
GJB2	Tumor_28	5.217898434
CLCA2	Tumor_28	0.879677409
PI4KAP1	Tumor_28	-2.984789796
PFN2	Tumor_28	-1.631115097
SFTPH	Tumor_28	-1.640492069
EPAS1	Tumor_28	-1.884413018
AGER	Tumor_28	-2.129700524
LOC346085	Tumor_28	0.336437898
SFN	Tumor_28	2.625104778
DSG3	Tumor_28	2.028647956
AQP4	Tumor_28	-1.118283601
KRT15	Tumor_28	0.234348526
MMP12	Tumor_28	4.49900854
CTHRC1	Tumor_28	1.71381971
ADH1B	Tumor_28	-2.4674142040000002
PI3	Tumor_28	1.744023353
CDH5	Tumor_28	-1.499661463
SPRR1A	Tumor_28	1.807354922
AKR1B10	Tumor_28	-2.843965065
PTPRZ1	Tumor_28	0.228441466
TENC1	Tumor_28	-1.276517635
MMP10	Tumor_28	3.831245542
ADH1C	Tumor_28	-1.607272662
COL3A1	Tumor_28	0.323275778
SCGB1A1	Tumor_28	-2.815742708
FHL1	Tumor_28	-1.564288932
SPP1	Tumor_28	1.939516949
LAD1	Tumor_28	3.200741748
CLDN18	Tumor_28	-3.525091045
CDCA5	Tumor_28	-0.076703102
KRT16	Tumor_28	2.928465078
KRT5	Tumor_28	4.165995793
PERP	Tumor_28	1.733192431
NTS	Tumor_28	-1.491204548
HPGD	Tumor_28	-1.269927372
MFAP4	Tumor_28	-3.089267338
SLC2A1	Tumor_29	2.94293438933333
NBPF14	Tumor_29	2.702172685
SPRR2C	Tumor_29	3.445689884
TSHZ2	Tumor_29	-2.920096134
ALDH3A1	Tumor_29	-1.053292806
PEBP4	Tumor_29	-1.828124551
AKR1C3	Tumor_29	2.622654458
FMO2	Tumor_29	0.385209933
PVRL4	Tumor_29	3.154063984
FAM75A1	Tumor_29	-1.252085248
C1orf187	Tumor_29	1.525677931
COL1A1	Tumor_29	1.149810785
HBE1	Tumor_29	-1.207911835
TP63	Tumor_29	4.318489011
SFTPC	Tumor_29	-2.984175564
BBC3	Tumor_29	1.78350818
ALDH3B2	Tumor_29	2.020871178
SPRR3	Tumor_29	3.108524457
S1PR1	Tumor_29	-1.2156781515
KRT17	Tumor_29	2.526410318
ADRB1	Tumor_29	-0.864200782
KRT14	Tumor_29	4.167361467
SPRR2G	Tumor_29	2.930148891
LYPD3	Tumor_29	1.286586536
AKR1C2	Tumor_29	1.869812464
IGSF10	Tumor_29	-0.280472098
PVRL1	Tumor_29	2.798506472
SPRR1B	Tumor_29	3.0116308845
WDR72	Tumor_29	2.221970457
FABP4	Tumor_29	-1.136507433
LOC100132639	Tumor_29	1.093272154
SERPINB3	Tumor_29	3.047753131
FGF11	Tumor_29	2.388118375
KRT13	Tumor_29	2.2202682245
LOC729070	Tumor_29	-1.452077667
TTK	Tumor_29	0.143763808
GJB2	Tumor_29	4.482892399
CLCA2	Tumor_29	1.845429833
PI4KAP1	Tumor_29	-0.744352391
PFN2	Tumor_29	0.88537899900000006
SFTPH	Tumor_29	0.111976864
EPAS1	Tumor_29	-2.244232666
AGER	Tumor_29	-2.153550986
LOC346085	Tumor_29	0.544842192
SFN	Tumor_29	1.557995453
DSG3	Tumor_29	3.43057562
AQP4	Tumor_29	1.0587248985
KRT15	Tumor_29	2.540108265
MMP12	Tumor_29	3.80884045
CTHRC1	Tumor_29	1.166146662
ADH1B	Tumor_29	-1.977611768
PI3	Tumor_29	2.371353312
CDH5	Tumor_29	-1.444302094
SPRR1A	Tumor_29	1.923986589
AKR1B10	Tumor_29	3.627386972
PTPRZ1	Tumor_29	2.35791622
TENC1	Tumor_29	-1.217949676
MMP10	Tumor_29	2.364741178
ADH1C	Tumor_29	-1.019246089
COL3A1	Tumor_29	-0.29252117
SCGB1A1	Tumor_29	-2.429238639
FHL1	Tumor_29	-0.639089481
SPP1	Tumor_29	1.915475017
LAD1	Tumor_29	2.65259016
CLDN18	Tumor_29	-2.361187525
CDCA5	Tumor_29	-0.737849057
KRT16	Tumor_29	4.142506232
KRT5	Tumor_29	4.408909219
PERP	Tumor_29	3.106850796
NTS	Tumor_29	3.427070271
HPGD	Tumor_29	-0.435349955
MFAP4	Tumor_29	-2.862159359
SLC2A1	Tumor_30	2.25683598533333
NBPF14	Tumor_30	3.722612722
SPRR2C	Tumor_30	3.071587082
TSHZ2	Tumor_30	-2.833538854
ALDH3A1	Tumor_30	1.11564885
PEBP4	Tumor_30	-2.21490191
AKR1C3	Tumor_30	2.925460879
FMO2	Tumor_30	0.515632291
PVRL4	Tumor_30	3.265127953
FAM75A1	Tumor_30	-1.61515453
C1orf187	Tumor_30	1.911223016
COL1A1	Tumor_30	1.929091221
HBE1	Tumor_30	0.662636268
TP63	Tumor_30	5.80043772
SFTPC	Tumor_30	-2.519156279
BBC3	Tumor_30	2.282035368
ALDH3B2	Tumor_30	1.574307393
SPRR3	Tumor_30	3.050123479
S1PR1	Tumor_30	-1.12643688
KRT17	Tumor_30	3.374730844
ADRB1	Tumor_30	-0.048744334
KRT14	Tumor_30	4.837537763
SPRR2G	Tumor_30	2.327989848
LYPD3	Tumor_30	1.436814442
AKR1C2	Tumor_30	1.89987755166667
IGSF10	Tumor_30	-1.207096234
PVRL1	Tumor_30	2.183096953
SPRR1B	Tumor_30	3.057044233
WDR72	Tumor_30	2.236798306
FABP4	Tumor_30	-1.16945758
LOC100132639	Tumor_30	1.115908968
SERPINB3	Tumor_30	4.361831331
FGF11	Tumor_30	0.352767914
KRT13	Tumor_30	3.418262772
LOC729070	Tumor_30	-0.944236728
TTK	Tumor_30	1.168122759
GJB2	Tumor_30	3.990570587
CLCA2	Tumor_30	2.504702929
PI4KAP1	Tumor_30	-3.11312837
PFN2	Tumor_30	0.667891694
SFTPH	Tumor_30	-1.785427083
EPAS1	Tumor_30	-1.707392479
AGER	Tumor_30	-2.59512748
LOC346085	Tumor_30	-0.027657995
SFN	Tumor_30	2.218894977
DSG3	Tumor_30	2.6965053315
AQP4	Tumor_30	-1.2707269685
KRT15	Tumor_30	2.314446514
MMP12	Tumor_30	3.232306873
CTHRC1	Tumor_30	1.599616716
ADH1B	Tumor_30	-3.077523371
PI3	Tumor_30	0.403747486
CDH5	Tumor_30	-1.34612779
SPRR1A	Tumor_30	2.72762773
AKR1B10	Tumor_30	1.994146241
PTPRZ1	Tumor_30	1.493395261
TENC1	Tumor_30	-1.880304934
MMP10	Tumor_30	4.137648598
ADH1C	Tumor_30	-1.076044191
COL3A1	Tumor_30	-1.224649278
SCGB1A1	Tumor_30	-2.284191057
FHL1	Tumor_30	-1.300214883
SPP1	Tumor_30	2.601223481
LAD1	Tumor_30	2.360231983
CLDN18	Tumor_30	-3.447005228
CDCA5	Tumor_30	0.578825668
KRT16	Tumor_30	3.291546271
KRT5	Tumor_30	4.098032083
PERP	Tumor_30	2.658729205
NTS	Tumor_30	2.084474568
HPGD	Tumor_30	-0.7721074
MFAP4	Tumor_30	-3.101753499
SLC2A1	Tumor_31	0.478399129
NBPF14	Tumor_31	3.183903917
SPRR2C	Tumor_31	2.486679167
TSHZ2	Tumor_31	-1.913585248
ALDH3A1	Tumor_31	1.261898151
PEBP4	Tumor_31	0.118441457
AKR1C3	Tumor_31	2.778054604
FMO2	Tumor_31	0.13594132
PVRL4	Tumor_31	1.756123215
FAM75A1	Tumor_31	-0.767960961
C1orf187	Tumor_31	0.857555735
COL1A1	Tumor_31	-0.345589115
HBE1	Tumor_31	-1.641799378
TP63	Tumor_31	4.378140002
SFTPC	Tumor_31	-0.099664855
BBC3	Tumor_31	0.410283969
ALDH3B2	Tumor_31	1.202785845
SPRR3	Tumor_31	3.461665469
S1PR1	Tumor_31	-0.414400456
KRT17	Tumor_31	1.892370178
ADRB1	Tumor_31	-0.909704827
KRT14	Tumor_31	2.491865644
SPRR2G	Tumor_31	2.320100742
LYPD3	Tumor_31	0.445957994
AKR1C2	Tumor_31	1.68106627466667
IGSF10	Tumor_31	0.270451877
PVRL1	Tumor_31	2.035692367
SPRR1B	Tumor_31	2.148994161
WDR72	Tumor_31	1.45206823
FABP4	Tumor_31	0.153709415
LOC100132639	Tumor_31	1.326599535
SERPINB3	Tumor_31	1.512136187
FGF11	Tumor_31	-0.499320095
KRT13	Tumor_31	3.2674067485
LOC729070	Tumor_31	0.117552825
TTK	Tumor_31	1.24648996
GJB2	Tumor_31	3.788841624
CLCA2	Tumor_31	1.927061004
PI4KAP1	Tumor_31	1.238154795
PFN2	Tumor_31	-0.933994815
SFTPH	Tumor_31	1.571457741
EPAS1	Tumor_31	-0.695672995
AGER	Tumor_31	-1.241387025
LOC346085	Tumor_31	-0.350694917
SFN	Tumor_31	1.480854097
DSG3	Tumor_31	2.4329422485
AQP4	Tumor_31	2.169870433
KRT15	Tumor_31	2.62157016
MMP12	Tumor_31	2.135424926
CTHRC1	Tumor_31	0.977133933
ADH1B	Tumor_31	1.492874529
PI3	Tumor_31	-0.595746176
CDH5	Tumor_31	-0.82281371699999994
SPRR1A	Tumor_31	1.43937946
AKR1B10	Tumor_31	1.780057335
PTPRZ1	Tumor_31	1.046031042
TENC1	Tumor_31	-0.513490746
MMP10	Tumor_31	0.65808043
ADH1C	Tumor_31	2.563076887
COL3A1	Tumor_31	-0.543691505
SCGB1A1	Tumor_31	-0.807798078
FHL1	Tumor_31	0.398669102
SPP1	Tumor_31	2.234801343
LAD1	Tumor_31	1.878448969
CLDN18	Tumor_31	0.776543252
CDCA5	Tumor_31	-1.085513306
KRT16	Tumor_31	2.104987349
KRT5	Tumor_31	3.650449806
PERP	Tumor_31	2.096382025
NTS	Tumor_31	5.194829325
HPGD	Tumor_31	-0.283841255
MFAP4	Tumor_31	-1.257298036
SLC2A1	Tumor_32	2.34633093766667
NBPF14	Tumor_32	3.266981022
SPRR2C	Tumor_32	0.297680549
TSHZ2	Tumor_32	-2.95631015
ALDH3A1	Tumor_32	0.5849212385
PEBP4	Tumor_32	-2.250675164
AKR1C3	Tumor_32	1.404021158
FMO2	Tumor_32	-0.120533665
PVRL4	Tumor_32	1.475134862
FAM75A1	Tumor_32	-0.649744125
C1orf187	Tumor_32	1.474652356
COL1A1	Tumor_32	1.889227355
HBE1	Tumor_32	-1.897845456
TP63	Tumor_32	5.420662048
SFTPC	Tumor_32	-3.06713516
BBC3	Tumor_32	2.283453947
ALDH3B2	Tumor_32	3.00651557
SPRR3	Tumor_32	-0.27237227
S1PR1	Tumor_32	-0.4403457425
KRT17	Tumor_32	2.598686219
ADRB1	Tumor_32	-1.177374883
KRT14	Tumor_32	2.426007408
SPRR2G	Tumor_32	-0.044738315
LYPD3	Tumor_32	0.069262662
AKR1C2	Tumor_32	1.717310543
IGSF10	Tumor_32	1.427290657
PVRL1	Tumor_32	2.305415508
SPRR1B	Tumor_32	0.0778578935
WDR72	Tumor_32	1.390393762
FABP4	Tumor_32	-0.645250422
LOC100132639	Tumor_32	1.320239745
SERPINB3	Tumor_32	0.849637265
FGF11	Tumor_32	0.012679134
KRT13	Tumor_32	0.320334895
LOC729070	Tumor_32	-1.584962501
TTK	Tumor_32	0.028933778
GJB2	Tumor_32	3.442237676
CLCA2	Tumor_32	3.156663102
PI4KAP1	Tumor_32	-1.002811359
PFN2	Tumor_32	1.414810785
SFTPH	Tumor_32	-0.502426608
EPAS1	Tumor_32	-1.543308996
AGER	Tumor_32	-1.652703274
LOC346085	Tumor_32	0.718129407
SFN	Tumor_32	1.671959831
DSG3	Tumor_32	2.624432506
AQP4	Tumor_32	0.13827384
KRT15	Tumor_32	0.678687258
MMP12	Tumor_32	1.454015983
CTHRC1	Tumor_32	1.830142438
ADH1B	Tumor_32	-0.651889855
PI3	Tumor_32	0.20982704
CDH5	Tumor_32	-0.914391284
SPRR1A	Tumor_32	-0.241888597
AKR1B10	Tumor_32	3.417220815
PTPRZ1	Tumor_32	2.765773557
TENC1	Tumor_32	-0.753661883
MMP10	Tumor_32	0.283172051
